"Exp","class","profile","Wood","noWood","hp","hpue","h","htop","v","Froude","Res","Res_rel","Yres","Yres_rel","Zres","angle_res","Resy","Resy_rel","Yy","Yy_rel","Zy","angle_y","Resz","Resz_rel","Yz","Yz_rel","Zz","Zz_rel","angle_z","Reszm","Reszm_rel","Yzm","Yzm_rel","Zzm","Zzm_rel","angle_zm","Ftop","Ftop_rel","t_res","t_y","t_z","t_zm","t_ftop","t_start","t_trans","year","Yy.h","Ftop.hpue","t_spanZ","t_spanZ_ext","integral_y","integral_z_pos","integral_z_neg","integral_z_cl"
21,"4_0",4,0,0,57,57,122.58454717049,-29.4154528295099,0.90866897669835,0.82861603556539,38.3030629130759,0.509472297367643,38.1242187132994,0.606069490970521,-3.69710373448736,-5.53894989572974,38.3030629130759,0.548847091329279,38.1242187132994,0.562960947507623,-3.69710373448736,-5.53894989572974,26.122465709026,0.465578595804448,21.0644027021485,0.678896354151905,-15.4490826109823,0.351365531291377,-36.2571168979623,21.9187821712638,0.475082057699888,21.7208603265003,0.480708795856635,2.93891792127275,0.361663682266546,7.70554970301073,-6.08674141839242,0.20889284621814,4.82416666666667,4.82416666666667,5.35958333333333,4.6425,6.5,4.58541666666667,4.71583333333333,2023,0.311003463269121,0.106784937164779,0.130416666666667,0.717083333333333,23.2178548480648,0.170602108417963,-17.356271554644,-16.8408177152725
22,"4_0",4,0,0,57,57,95.737491848227,-56.262508151773,1.16910076430316,1.20635858158546,31.5600186795879,0.419782492542296,31.5570195899754,0.50166921303416,-0.435078905310507,-0.789890999078745,31.5600186795879,0.452225569894993,31.5570195899754,0.46598645817473,-0.435078905310507,-0.789890999078745,10.8073650444402,0.192618794021345,10.3009844897371,0.331996160211302,-3.26938185992123,0.0743570426239419,-17.6086771707359,30.9508349201109,0.670848691614512,30.673585056965,0.678843375248365,4.13344432708197,0.508662281772343,7.67470765900329,-0.223267217137325,0.0076623797939057,4.05666666666667,4.05666666666667,4.32791666666667,4.00541666666667,6.5,3.89166666666667,4.16166666666667,2023,0.329620287525422,0.0039169687217074,0.27,0.3225,6.65786687793411,0.178261004137897,-1.05961973923609,-2.17973973877346
23,"4_0",4,0,0,57,57,103.608390978639,-48.391609021361,1.06695799823621,1.05831598310025,59.0774765725906,0.785794540254531,58.9926085326455,0.937819093245607,3.16549785958337,3.07150164560685,59.0774765725906,0.846525022124821,58.9926085326455,0.871113846167793,3.16549785958337,3.07150164560685,53.2779204441886,0.949568071562849,46.808015872653,1.50860158583027,-25.4469341360164,0.578751227990847,-28.5304840509414,52.2547860884936,1.13260449899154,52.0692202349529,1.15235454692374,4.39988332552067,0.541450305070734,4.83005671093605,-11.4291008900863,0.392239007793265,4.30333333333333,4.30333333333333,4.92875,4.31083333333333,6.5,4.18666666666667,4.37416666666667,2023,0.569380606873897,0.200510541931339,0.1875,0.617916666666667,45.9290361954843,0.110789318126311,-37.5244604325806,-37.8107239922256
24,"4_0",4,0,0,57,57,107.132788594426,-44.867211405574,1.07854903716973,1.05206891053629,42.3310296993093,0.56304862615785,42.3249789671607,0.67284994483091,0.715703034235844,0.968762571190683,42.3310296993093,0.606564090609786,42.3249789671607,0.624991437641737,0.715703034235844,0.968762571190683,29.8767423230826,0.532490764575331,28.471144416932,0.91761235371825,-9.0561397642744,0.205967916662005,-17.6448963395096,36.9966093944334,0.801888771998915,36.7349615122493,0.812988935472725,4.39223284649633,0.540508835969124,6.81822869937254,0.241695018260388,-0.0082948094572567,3.93166666666667,3.93166666666667,4.35416666666667,3.92166666666667,6.5,3.77833333333333,3.95833333333333,2023,0.39507026301155,0.0042402634782524,0.180000000000001,0.4325,22.5732984441469,0.211050894257641,-5.00158848048237,-4.58093396318426
25,"4_0",4,0,0,57,57,109.481156368731,-42.5188436312693,1.05582213418487,1.01879445050382,40.3323999146714,0.536464681414902,40.3185673716482,0.640953557300602,1.05622344930234,1.50063138659675,40.3323999146714,0.577925593828681,40.3185673716482,0.59536377808511,1.05622344930234,1.50063138659675,25.5764965622282,0.455847831811872,23.2587286126746,0.749618504765049,-10.6390187385689,0.241968055037701,-24.5803268623831,27.8204132718751,0.60299788008257,27.3214310687767,0.604656170737776,5.24545507768453,0.645506492313867,10.8680001105157,-1.35497541828389,0.046501839362792,4.16541666666667,4.16541666666667,4.54416666666667,4.1225,6.5,4.00625,4.18916666666667,2023,0.368269469458798,0.023771498566384,0.182916666666667,0.421666666666667,20.779699804449,0.193503318975127,-8.04197719982059,-8.49464901931084
26,"4_10",4,10,1,57,57,136.002716034455,-15.9972839655454,1.08390854184642,0.938392103044231,84.3016364877174,1.12130323652491,84.2823268499063,1.33985557358883,1.80424368443279,1.22635154223576,84.3016364877174,1.20796365777805,84.2823268499063,1.24455425403954,1.80424368443279,1.22635154223576,35.8005277895885,0.638069914341031,20.1729324457988,0.650164663278519,-29.5758446464397,0.672656922696508,-55.7030948693631,69.9409145465595,1.51594524461099,68.0758977736602,1.50660159651735,16.0438047208041,1.97435302663319,13.2612102633756,-22.5164202681349,0.772748305397334,4.70375,4.70375,5.34458333333333,4.54333333333333,6.5,4.46166666666667,4.71708333333333,2023,0.619710615400904,0.395024916984822,0.255416666666666,0.80125,38.4626148085608,0.449063429787862,-51.3304788990667,-51.3036480276282
27,"4_10",4,10,1,57,57,137.920908835728,-14.0790911642718,0.917348071303993,0.78865051884261,90.8392601741376,1.20826072518331,90.7227000070709,1.44223966991291,-4.60031438182977,-2.90283510278636,90.8392601741376,1.30164169477055,90.7227000070709,1.33965596883468,-4.60031438182977,-2.90283510278636,48.2927254052603,0.860717343155783,29.1465589393194,0.939380664136245,-38.5053948046849,0.875745754218092,-52.876194023301,46.0295801813721,0.997675304073127,45.048872895578,0.996985806216502,9.45099478951418,1.16304084299754,11.8484883161984,-26.2506087690819,0.900903127601675,4.34083333333333,4.34083333333333,4.935,4.19041666666667,6.5,4.13833333333333,4.29333333333333,2023,0.657787863877311,0.460536995948805,0.154999999999999,0.744583333333333,41.1938081504657,0.184928251703584,-72.5563161534558,-72.7244580607566
28,"4_10",4,10,1,57,57,132.573467811479,-19.426532188521,1.31159453799555,1.15010313549582,58.4590969682739,0.777569420546182,58.2262599514438,0.925636273237996,5.21235747171533,5.11542643799782,58.4590969682739,0.837664220367616,58.2262599514438,0.859797566439183,5.21235747171533,5.11542643799782,43.9175666317616,0.782739241820456,23.5307910692079,0.758386957042276,-37.0817277174689,0.843366644397934,-57.6021908581921,44.81805702004,0.971415956635873,43.6075439570396,0.965087461120437,10.3460304023535,1.27318406038926,13.3468334451654,-32.9683195730755,1.13145041611902,4.68166666666667,4.68166666666667,5.48166666666667,4.58541666666667,6.5,4.50541666666667,4.82125,2023,0.439199946359118,0.578391571457466,0.315833333333333,0.89625,34.1624469021009,1.07854272504554,-64.8974544236795,-64.5836832889402
29,"4_10",4,10,1,57,57,125.424138540712,-26.5758614592878,0.841043263723676,0.758216567191191,73.3927048728067,0.976202609343013,73.3466315254687,1.16600830478228,2.60014853691547,2.03029333281913,73.3927048728067,1.05164886384261,73.3466315254687,1.08307240315107,2.60014853691547,2.03029333281913,43.687625824484,0.778641025390087,39.119811029235,1.26081415449536,-19.4486255354219,0.442328959991628,-26.4345162912968,67.2275634945565,1.45713429466972,66.6328626153152,1.47466549072229,8.9222706248553,1.09797596761952,7.62665157131521,-8.92753864714558,0.306387084571966,4.13708333333333,4.13708333333333,4.44041666666667,4.145,6.5,4.00125,4.18375,2023,0.584788800456147,0.156623485037642,0.1825,0.295416666666667,33.6426626768402,0.212387446930517,-30.1549764693104,-29.2663780927564
30,"4_10",4,10,1,57,57,132.040777718479,-19.9592222815206,0.910956561395508,0.800403774126377,77.0665696838231,1.02506899764554,76.9581666735245,1.22342171134321,-4.08616508251833,-3.03931845729952,77.0665696838231,1.10429191278204,76.9581666735245,1.13640210583157,-4.08616508251833,-3.03931845729952,47.0129575071949,0.837908143305594,35.9452414497734,1.15849918530432,-30.3011186376148,0.689152159835049,-40.1302179035109,42.9846721351178,0.931677970424822,42.882952929721,0.949051389114308,2.95539956535667,0.363691915871183,3.94246621868415,-14.879035369227,0.510638424340868,4.2175,4.2175,4.79666666666667,4.11958333333333,6.5,4.065,4.12833333333333,2023,0.582836363154456,0.261035708232053,0.0633333333333325,0.677083333333334,41.6284802509243,0.0332175763802294,-47.9824818047149,-48.1676636167888
31,"4_15",4,15,1,57,57,132.122623708175,-19.8773762918246,0.880550478443178,0.773448068065001,87.4600139154627,1.1633130833019,86.9706525045704,1.38259250607099,9.23902792625824,6.06387759686133,87.4600139154627,1.25322025431896,86.9706525045704,1.28425139168162,9.23902792625824,6.06387759686133,42.4819791073697,0.757152881359474,38.2271480867833,1.23204402387802,-18.531154794835,0.421462504530936,-25.8624490033679,71.3859431915528,1.54726574301892,69.7471798003958,1.54358908037077,15.2080174657601,1.87150092108009,12.3005277277187,-5.82856080714471,0.200032262366343,4.39208333333333,4.39208333333333,4.92541666666667,4.33208333333333,6.5,4.2325,4.44708333333333,2023,0.658257080155069,0.102255452756925,0.214583333333333,0.593333333333334,47.9800555131823,1.48177893746759,-23.0802436793444,-23.0285960899334
32,"4_15",4,15,1,57,57,128.70007680396,-23.2999231960402,0.977949907744022,0.870347534359833,62.4747922264802,0.830982524698442,62.4477881621184,0.992746880094019,1.83668652770619,1.68467228693666,62.4747922264802,0.895205380121159,62.4477881621184,0.922134726428838,1.83668652770619,1.68467228693666,48.2450735470167,0.859868047936272,27.7096570625414,0.893069954109842,-39.4938226439706,0.898226019334088,-54.9457312754686,57.7055504250745,1.25074793948136,57.5576783659787,1.27382073470895,4.12846351314401,0.508049342058564,4.10265200720102,-26.3033989510083,0.902714850919124,4.49958333333333,4.49958333333333,5.02875,4.50666666666667,6.5,4.42208333333333,4.57583333333333,2023,0.485219509676292,0.461463139491374,0.15375,0.522083333333333,36.3036910827588,-0.0404333691787096,-65.2086820703693,-65.0119522248682
33,"4_15",4,15,1,57,57,142.185405377273,-9.81459462272721,1.02997355274758,0.872095527540218,94.305317566593,1.25436304933816,94.2059222349979,1.49761325641163,4.32864149468124,2.63081727361858,94.305317566593,1.35130705763061,94.2059222349979,1.39109093988445,4.32864149468124,2.63081727361858,39.6359300767404,0.706427979429058,34.1501167880724,1.10064311384056,-20.1190575427695,0.457576900881592,-30.5038629327897,75.0844525283284,1.62742965962744,74.2770562546248,1.6438407012992,10.981526561736,1.35138831352777,8.4099987498976,-8.42570792000537,0.289164593635309,4.33791666666667,4.33791666666667,5.08791666666667,4.29833333333333,6.5,4.11916666666667,4.37541666666667,2023,0.662556905788138,0.147819437193077,0.25625,0.789583333333334,50.1208066508631,0.711890708620982,-28.0120658353401,-27.5236977658285
